Country,Indicator,Value
France,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),16
France,Gross Domestic Product (GDP) per Capita in PPP Int$,"46,638"
France,Government schemes and compulsory contributory health care financing schemes,"262,486"
France,Voluntary health care payment schemes,"22,342"
France,Household out-of-pocket payment,"29,026"
Georgia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),7
Georgia,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),39
Georgia,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),48
Georgia,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),38
Georgia,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),38
Georgia,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),62
Georgia,Gross Domestic Product (GDP) per Capita in PPP Int$,"11,189"
Georgia,Government schemes and compulsory contributory health care financing schemes,475
Georgia,Voluntary health care payment schemes,180
Georgia,Household out-of-pocket payment,597
Germany,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),11
Germany,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),78
Germany,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),13
Germany,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),85
Germany,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),6
Germany,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),15
Germany,Gross Domestic Product (GDP) per Capita in PPP Int$,"53,353"
Germany,Government schemes and compulsory contributory health care financing schemes,"383,104"
Germany,Voluntary health care payment schemes,"13,288"
Germany,Household out-of-pocket payment,"56,663"
Greece,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),8
Greece,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),52
Greece,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),36
Greece,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),59
Greece,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),27
Greece,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),41
Greece,Gross Domestic Product (GDP) per Capita in PPP Int$,"30,331"
Greece,Government schemes and compulsory contributory health care financing schemes,"9,888"
Greece,Voluntary health care payment schemes,787
Greece,Household out-of-pocket payment,"6,133"
Hungary,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),7
Hungary,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),69
Hungary,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),27
Hungary,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),69
Hungary,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),9
Hungary,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),31
Hungary,Gross Domestic Product (GDP) per Capita in PPP Int$,"31,570"
Hungary,Government schemes and compulsory contributory health care financing schemes,"7,347"
Hungary,Voluntary health care payment schemes,387
Hungary,Household out-of-pocket payment,"2,845"
Iceland,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),8
Iceland,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),82
Iceland,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),16
Iceland,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),82
Iceland,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),82
Iceland,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),18
Iceland,Gross Domestic Product (GDP) per Capita in PPP Int$,"60,374"
Iceland,Government schemes and compulsory contributory health care financing schemes,"1,811"
Iceland,Voluntary health care payment schemes,37
Iceland,Household out-of-pocket payment,351
Ireland,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),7
Ireland,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),74
Ireland,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),12
Ireland,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),74
Ireland,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),73
Ireland,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),26
Ireland,Gross Domestic Product (GDP) per Capita in PPP Int$,"85,105"
Ireland,Government schemes and compulsory contributory health care financing schemes,"19,592"
Ireland,Voluntary health care payment schemes,"3,719"
Ireland,Household out-of-pocket payment,"3,204"
Israel,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),8
Israel,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),65
Israel,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),21
Israel,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),65
Israel,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),16
Israel,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),34
Israel,Gross Domestic Product (GDP) per Capita in PPP Int$,"42,669"
Israel,Government schemes and compulsory contributory health care financing schemes,"18,025"
Israel,Voluntary health care payment schemes,"3,459"
Israel,Household out-of-pocket payment,"5,888"
Italy,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),9
Italy,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),74
Italy,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),24
Italy,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),74
Italy,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),74
Italy,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),26
Italy,Gross Domestic Product (GDP) per Capita in PPP Int$,"41,812"
Italy,Government schemes and compulsory contributory health care financing schemes,"133,580"
Italy,Voluntary health care payment schemes,"4,640"
Italy,Household out-of-pocket payment,"42,566"
Kazakhstan,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),3
Kazakhstan,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),61
Kazakhstan,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),33
Kazakhstan,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),61
Kazakhstan,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),61
Kazakhstan,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),39
Kazakhstan,Gross Domestic Product (GDP) per Capita in PPP Int$,"26,822"
Kazakhstan,Government schemes and compulsory contributory health care financing schemes,"3,079"
Kazakhstan,Voluntary health care payment schemes,280
Kazakhstan,Household out-of-pocket payment,"1,691"
Kyrgyzstan,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),7
Kyrgyzstan,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),43
Kyrgyzstan,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),52
Kyrgyzstan,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),48
Kyrgyzstan,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),41
Kyrgyzstan,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),52
Kyrgyzstan,Gross Domestic Product (GDP) per Capita in PPP Int$,"3,978"
Kyrgyzstan,Government schemes and compulsory contributory health care financing schemes,257
Kyrgyzstan,Voluntary health care payment schemes,0
Kyrgyzstan,Household out-of-pocket payment,283
Latvia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),6
Latvia,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),60
Latvia,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),39
Latvia,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),60
Latvia,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),60
Latvia,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),40
Latvia,Gross Domestic Product (GDP) per Capita in PPP Int$,"30,630"
Latvia,Government schemes and compulsory contributory health care financing schemes,"1,276"
Latvia,Voluntary health care payment schemes,20
Latvia,Household out-of-pocket payment,835
Lithuania,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),7
Lithuania,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),66
Lithuania,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),32
Lithuania,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),67
Lithuania,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),8
Lithuania,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),33
Lithuania,Gross Domestic Product (GDP) per Capita in PPP Int$,"35,217"
Lithuania,Government schemes and compulsory contributory health care financing schemes,"2,353"
Lithuania,Voluntary health care payment schemes,45
Lithuania,Household out-of-pocket payment,"1,110"
Luxembourg,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),5
Luxembourg,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),85
Luxembourg,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),10
Luxembourg,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),84
Luxembourg,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),4
Luxembourg,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),15
Luxembourg,Gross Domestic Product (GDP) per Capita in PPP Int$,"114,415"
Luxembourg,Government schemes and compulsory contributory health care financing schemes,"3,152"
Luxembourg,Voluntary health care payment schemes,153
Luxembourg,Household out-of-pocket payment,391
Malta,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),9
Malta,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),63
Malta,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),34
Malta,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),63
Malta,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),63
Malta,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),37
Malta,Gross Domestic Product (GDP) per Capita in PPP Int$,"43,475"
Malta,Government schemes and compulsory contributory health care financing schemes,831
Malta,Voluntary health care payment schemes,29
Malta,Household out-of-pocket payment,449
Monaco,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),2
Monaco,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),86
Monaco,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),8
Monaco,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),86
Monaco,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),6
Monaco,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),14
Monaco,Gross Domestic Product (GDP) per Capita in PPP Int$,"186,713"
Monaco,Government schemes and compulsory contributory health care financing schemes,98
Monaco,Voluntary health care payment schemes,8
Monaco,Household out-of-pocket payment,9
Montenegro,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),8
Montenegro,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),60
Montenegro,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),40
Montenegro,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),60
Montenegro,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),1
Montenegro,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),40
Montenegro,Gross Domestic Product (GDP) per Capita in PPP Int$,"20,316"
Montenegro,Government schemes and compulsory contributory health care financing schemes,276
Montenegro,Voluntary health care payment schemes,2
Montenegro,Household out-of-pocket payment,182
Netherlands,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),10
Netherlands,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),65
Netherlands,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),11
Netherlands,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),82
Netherlands,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),6
Netherlands,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),18
Netherlands,Gross Domestic Product (GDP) per Capita in PPP Int$,"56,489"
Netherlands,Government schemes and compulsory contributory health care financing schemes,"74,821"
Netherlands,Voluntary health care payment schemes,"6,506"
Netherlands,Household out-of-pocket payment,"9,846"
Norway,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),10
Norway,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),85
Norway,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),14
Norway,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),85
Norway,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),85
Norway,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),15
Norway,Gross Domestic Product (GDP) per Capita in PPP Int$,"67,848"
Norway,Government schemes and compulsory contributory health care financing schemes,"37,227"
Norway,Voluntary health care payment schemes,158
Norway,Household out-of-pocket payment,"6,245"
Poland,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),6
Poland,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),71
Poland,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),21
Poland,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),71
Poland,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),10
Poland,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),29
Poland,Gross Domestic Product (GDP) per Capita in PPP Int$,"31,833"
Poland,Government schemes and compulsory contributory health care financing schemes,"26,574"
Poland,Voluntary health care payment schemes,"3,005"
Poland,Household out-of-pocket payment,"7,590"
Portugal,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),9
Portugal,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),61
Portugal,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),30
Portugal,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),62
Portugal,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),59
Portugal,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),38
Portugal,Gross Domestic Product (GDP) per Capita in PPP Int$,"34,464"
Portugal,Government schemes and compulsory contributory health care financing schemes,"14,030"
Portugal,Voluntary health care payment schemes,"2,037"
Portugal,Household out-of-pocket payment,"6,730"
Republic of Moldova,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),7
Republic of Moldova,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),57
Republic of Moldova,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),40
Republic of Moldova,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),57
Republic of Moldova,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),4
Republic of Moldova,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),43
Republic of Moldova,Gross Domestic Product (GDP) per Capita in PPP Int$,"7,276"
Republic of Moldova,Government schemes and compulsory contributory health care financing schemes,427
Republic of Moldova,Voluntary health care payment schemes,25
Republic of Moldova,Household out-of-pocket payment,302
Romania,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),6
Romania,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),80
Romania,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),19
Romania,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),80
Romania,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),16
Romania,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),20
Romania,Gross Domestic Product (GDP) per Capita in PPP Int$,"28,368"
Romania,Government schemes and compulsory contributory health care financing schemes,"10,702"
Romania,Voluntary health care payment schemes,109
Romania,Household out-of-pocket payment,"2,612"
Russian Federation,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),5
Russian Federation,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),59
Russian Federation,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),38
Russian Federation,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),59
Russian Federation,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),22
Russian Federation,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),41
Russian Federation,Gross Domestic Product (GDP) per Capita in PPP Int$,"27,997"
Russian Federation,Government schemes and compulsory contributory health care financing schemes,"52,770"
Russian Federation,Voluntary health care payment schemes,"1,981"
Russian Federation,Household out-of-pocket payment,"34,003"
San Marino,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),7
San Marino,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),84
San Marino,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),15
San Marino,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),84
San Marino,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),2
San Marino,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),16
San Marino,Gross Domestic Product (GDP) per Capita in PPP Int$,"60,749"
San Marino,Government schemes and compulsory contributory health care financing schemes,98
San Marino,Voluntary health care payment schemes,1
San Marino,Household out-of-pocket payment,18
Serbia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),9
Serbia,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),59
Serbia,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),38
Serbia,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),60
Serbia,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),4
Serbia,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),40
Serbia,Gross Domestic Product (GDP) per Capita in PPP Int$,"17,387"
Serbia,Government schemes and compulsory contributory health care financing schemes,"2,593"
Serbia,Voluntary health care payment schemes,73
Serbia,Household out-of-pocket payment,"1,655"
Slovakia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),7
Slovakia,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),79
Slovakia,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),19
Slovakia,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),80
Slovakia,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),2
Slovakia,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),20
Slovakia,Gross Domestic Product (GDP) per Capita in PPP Int$,"32,597"
Slovakia,Government schemes and compulsory contributory health care financing schemes,"5,670"
Slovakia,Voluntary health care payment schemes,68
Slovakia,Household out-of-pocket payment,"1,338"
Slovenia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),8
Slovenia,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),72
Slovenia,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),12
Slovenia,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),73
Slovenia,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),3
Slovenia,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),27
Slovenia,Gross Domestic Product (GDP) per Capita in PPP Int$,"38,058"
Slovenia,Government schemes and compulsory contributory health care financing schemes,"3,266"
Slovenia,Voluntary health care payment schemes,681
Slovenia,Household out-of-pocket payment,537
Spain,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),9
Spain,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),70
Spain,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),22
Spain,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),70
Spain,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),66
Spain,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),30
Spain,Gross Domestic Product (GDP) per Capita in PPP Int$,"39,839"
Spain,Government schemes and compulsory contributory health care financing schemes,"89,886"
Spain,Voluntary health care payment schemes,"9,489"
Spain,Household out-of-pocket payment,"28,298"
Sweden,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),11
Sweden,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),85
Sweden,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),14
Sweden,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),85
Sweden,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),85
Sweden,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),15
Sweden,Gross Domestic Product (GDP) per Capita in PPP Int$,"53,479"
Sweden,Government schemes and compulsory contributory health care financing schemes,"51,512"
Sweden,Voluntary health care payment schemes,685
Sweden,Household out-of-pocket payment,"8,339"
Switzerland,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),12
Switzerland,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),31
Switzerland,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),28
Switzerland,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),64
Switzerland,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),22
Switzerland,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),36
Switzerland,Gross Domestic Product (GDP) per Capita in PPP Int$,"68,321"
Switzerland,Government schemes and compulsory contributory health care financing schemes,"53,921"
Switzerland,Voluntary health care payment schemes,"6,390"
Switzerland,Household out-of-pocket payment,"23,433"
Tajikistan,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),7
Tajikistan,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),27
Tajikistan,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),68
Tajikistan,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),30
Tajikistan,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),30
Tajikistan,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),70
Tajikistan,Gross Domestic Product (GDP) per Capita in PPP Int$,"3,450"
Tajikistan,Government schemes and compulsory contributory health care financing schemes,163
Tajikistan,Voluntary health care payment schemes,11
Tajikistan,Household out-of-pocket payment,371
The Republic of North Macedonia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),7
The Republic of North Macedonia,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),57
The Republic of North Macedonia,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),42
The Republic of North Macedonia,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),57
The Republic of North Macedonia,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),4
The Republic of North Macedonia,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),43
The Republic of North Macedonia,Gross Domestic Product (GDP) per Capita in PPP Int$,"16,303"
The Republic of North Macedonia,Government schemes and compulsory contributory health care financing schemes,478
The Republic of North Macedonia,Voluntary health care payment schemes,3
The Republic of North Macedonia,Household out-of-pocket payment,350
Turkey,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),4
Turkey,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),77
Turkey,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),17
Turkey,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),77
Turkey,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),23
Turkey,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),23
Turkey,Gross Domestic Product (GDP) per Capita in PPP Int$,"28,388"
Turkey,Government schemes and compulsory contributory health care financing schemes,"24,841"
Turkey,Voluntary health care payment schemes,"1,646"
Turkey,Household out-of-pocket payment,"5,615"
Turkmenistan,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),7
Turkmenistan,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),18
Turkmenistan,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),76
Turkmenistan,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),18
Turkmenistan,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),18
Turkmenistan,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),82
Turkmenistan,Gross Domestic Product (GDP) per Capita in PPP Int$,"19,304"
Turkmenistan,Government schemes and compulsory contributory health care financing schemes,488
Turkmenistan,Voluntary health care payment schemes,149
Turkmenistan,Household out-of-pocket payment,"2,055"
Ukraine,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),8
Ukraine,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),48
Ukraine,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),49
Ukraine,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),48
Ukraine,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),48
Ukraine,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),52
Ukraine,Gross Domestic Product (GDP) per Capita in PPP Int$,"8,836"
Ukraine,Government schemes and compulsory contributory health care financing schemes,"4,894"
Ukraine,Voluntary health care payment schemes,225
Ukraine,Household out-of-pocket payment,"4,987"
United Kingdom,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),10
United Kingdom,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),79
United Kingdom,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),17
United Kingdom,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),78
United Kingdom,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),78
United Kingdom,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),22
United Kingdom,Gross Domestic Product (GDP) per Capita in PPP Int$,"46,210"
United Kingdom,Government schemes and compulsory contributory health care financing schemes,"222,447"
United Kingdom,Voluntary health care payment schemes,"15,766"
United Kingdom,Household out-of-pocket payment,"47,786"
Uzbekistan,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),5
Uzbekistan,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),38
Uzbekistan,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),60
Uzbekistan,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),39
Uzbekistan,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),39
Uzbekistan,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),61
Uzbekistan,Gross Domestic Product (GDP) per Capita in PPP Int$,"8,682"
Uzbekistan,Government schemes and compulsory contributory health care financing schemes,"1,041"
Uzbekistan,Voluntary health care payment schemes,18
Uzbekistan,Household out-of-pocket payment,"1,612"
Bangladesh,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),2
Bangladesh,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),17
Bangladesh,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),74
Bangladesh,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),19
Bangladesh,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),19
Bangladesh,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),77
Bangladesh,Gross Domestic Product (GDP) per Capita in PPP Int$,"4,680"
Bangladesh,Government schemes and compulsory contributory health care financing schemes,"1,303"
Bangladesh,Voluntary health care payment schemes,178
